showtimeId,movieTitle,theaterName,localDate,localTime,totalSeats,availableSeats,ticketPrice
617,Resource wonder if,Mclaughlin Inc Cinemas,2026-07-01,21:30:00,300,290,22.25
618,Room movement,Johnson and Sons Cinemas,2026-07-10,19:00:00,150,134,13.84
619,Rock her,Reyes Inc Cinemas,2026-08-21,13:00:00,100,98,22.79
620,Health,Harrison-Leach Cinemas,2026-07-21,13:00:00,180,171,11.5
621,Of nature,"Yang, Willis and Walker Cinemas",2026-06-27,21:30:00,80,73,14.9
622,Follow response allow,George Group Cinemas,2026-07-21,16:00:00,120,113,24.04
623,Fire door risk home,Mills and Sons Cinemas,2026-07-30,13:00:00,200,191,20.6
624,According,Ochoa-Adams Cinemas,2026-07-30,21:30:00,200,194,10.63
625,Executive may,Hale-Durham Cinemas,2026-06-23,16:00:00,150,141,20.57
626,Staff law Mr friend,Chavez Inc Cinemas,2026-09-02,21:30:00,200,195,23.07
627,Guess really,Mitchell and Sons Cinemas,2026-08-22,13:00:00,200,187,8.64
628,Front its,Miller-Booker Cinemas,2026-07-18,19:00:00,120,91,23.37
629,Be activity,"Gonzales, Short and Weaver Cinemas",2026-08-19,13:00:00,150,125,24.11
630,Pressure little,Holland and Sons Cinemas,2026-08-09,16:00:00,150,149,24.75
631,There beat good,"Burns, Barker and Horton Cinemas",2026-08-15,10:00:00,100,93,10.29
632,Around professor,Hoffman PLC Cinemas,2026-08-26,19:00:00,250,245,22.92
633,Above white sometimes,Miller Group Cinemas,2026-07-02,21:30:00,200,186,17.6
634,Line mother chance,Harris-Jensen Cinemas,2026-07-21,13:00:00,120,116,12.71
635,Rest floor firm,Campbell and Sons Cinemas,2026-06-27,13:00:00,150,144,20.36
636,Same behind prove light,"Stevens, Norris and Smith Cinemas",2026-09-03,13:00:00,150,137,16.26
637,Single,Ibarra Ltd Cinemas,2026-08-21,19:00:00,200,182,9.85
638,Various recently,Howe Inc Cinemas,2026-06-29,10:00:00,150,145,11.68
639,Boy worry medical,Oconnell-Smith Cinemas,2026-09-03,21:30:00,250,242,11.98
640,Science experience successful,"Flowers, Morgan and Barnes Cinemas",2026-07-08,13:00:00,200,191,16.37
641,Happy country ever,"Davis, Wood and Paul Cinemas",2026-08-01,19:00:00,100,90,12.22
642,They school hit,"Flowers, Berry and Ramirez Cinemas",2026-07-06,13:00:00,120,103,13.22
643,Look alone admit,Gibson and Sons Cinemas,2026-08-12,19:00:00,150,144,19.52
644,Water mother major assume,"Li, Jensen and Vazquez Cinemas",2026-08-29,16:00:00,120,114,21.72
645,Effort exactly,"Mcdonald, Lee and Rodriguez Cinemas",2026-07-14,21:30:00,250,247,20.2
646,Cultural sign name herself,Hampton-Tucker Cinemas,2026-08-07,13:00:00,180,176,18.14
647,With time up,Smith-Gomez Cinemas,2026-07-22,16:00:00,200,185,18.86
648,Just wind practice,Hall-Washington Cinemas,2026-07-16,19:00:00,180,172,8.68
649,Thank meeting war,"Duarte, Lee and Matthews Cinemas",2026-07-08,10:00:00,100,91,8.75
650,Really speak though,"Hall, Jackson and Johnson Cinemas",2026-09-06,21:30:00,80,62,19.38
651,Coach buy owner,"Perry, May and Liu Cinemas",2026-06-23,13:00:00,300,280,18.04
652,Candidate my amount,"Compton, Owens and Decker Cinemas",2026-07-17,10:00:00,100,95,22.99
653,Front trouble adult,"Foster, Robbins and Roberts Cinemas",2026-07-30,21:30:00,80,62,9.03
654,Eye single,Wright-Davis Cinemas,2026-08-01,13:00:00,200,189,20.7
655,Less among change,English-Dominguez Cinemas,2026-09-03,19:00:00,250,238,10.37
656,Others son,"Carpenter, Morrow and Smith Cinemas",2026-08-13,16:00:00,80,75,18.34
657,Least outside,Hall Ltd Cinemas,2026-07-31,16:00:00,80,77,18.56
658,Grow character central glass,Delgado Inc Cinemas,2026-08-06,10:00:00,200,195,12.96
659,Risk hospital process,Miller and Sons Cinemas,2026-08-17,21:30:00,80,53,20.18
660,Someone find read,Delgado and Sons Cinemas,2026-07-08,16:00:00,250,236,10.15
661,Open provide,Garrett-Stout Cinemas,2026-09-03,10:00:00,100,88,21.88
662,Painting fine she,Lloyd Inc Cinemas,2026-08-19,10:00:00,120,116,9.52
663,Space store visit,White Inc Cinemas,2026-08-11,13:00:00,80,70,23.1
664,Poor cause,Sanchez-Douglas Cinemas,2026-08-29,19:00:00,150,136,8.6
665,Stand from happen,"Burns, Barker and Horton Cinemas",2026-08-13,16:00:00,180,176,13.99
666,Worker term,Ochoa-Adams Cinemas,2026-08-30,19:00:00,100,100,20.76
667,Power list our,Flores Ltd Cinemas,2026-08-19,16:00:00,250,238,20.36
668,Mention can class,Ortiz Ltd Cinemas,2026-07-13,21:30:00,80,72,9.57
669,True often million,"Bennett, Williams and Klein Cinemas",2026-08-06,16:00:00,250,245,18.77
670,Per produce lay,Shaffer-Yates Cinemas,2026-06-29,19:00:00,100,94,18.81
671,Table mother two,"Walker, Turner and Brown Cinemas",2026-07-10,19:00:00,200,195,12.29
672,Mr if get,Hebert Group Cinemas,2026-08-25,10:00:00,250,232,17.05
673,Treat,Jones-Krause Cinemas,2026-08-08,16:00:00,250,239,13.18
674,Necessary push,"Elliott, Villarreal and Sosa Cinemas",2026-08-09,16:00:00,180,153,15.36
675,Pattern far break,Scott-Perez Cinemas,2026-07-10,10:00:00,150,135,24.5
676,Suffer politics,"Thompson, Harper and Welch Cinemas",2026-07-11,13:00:00,120,111,18.24
677,In executive may represent,Kennedy PLC Cinemas,2026-08-23,16:00:00,180,172,16.07
678,Treatment writer,Thomas-Reilly Cinemas,2026-08-09,16:00:00,100,97,10.43
679,Last might sometimes,Clarke-Ramirez Cinemas,2026-07-15,19:00:00,150,143,11.95
680,Which process,Rojas and Sons Cinemas,2026-08-27,16:00:00,120,113,20.28
681,Anything trial,Gibson and Sons Cinemas,2026-09-04,13:00:00,200,189,14.57
682,Set southern,Wilson-Pierce Cinemas,2026-06-26,13:00:00,180,161,17.84
683,Citizen include again,Ortega Group Cinemas,2026-07-09,13:00:00,100,98,22.46
684,Mrs call,Griffin Ltd Cinemas,2026-08-30,21:30:00,200,174,11.32
685,Yeah door,Pham Ltd Cinemas,2026-08-13,16:00:00,180,173,21.0
686,Decide star,Soto-Lopez Cinemas,2026-07-12,19:00:00,180,165,12.94
687,Born option program friend,Moreno Ltd Cinemas,2026-07-03,10:00:00,250,244,24.26
688,Off,"Castro, Garcia and Daniels Cinemas",2026-07-30,16:00:00,250,239,20.74
689,She,George-Myers Cinemas,2026-07-04,13:00:00,250,236,12.03
690,Produce end heavy,"Castro, Garcia and Daniels Cinemas",2026-07-13,21:30:00,120,115,16.69
691,Business also,"Rich, Brown and Bruce Cinemas",2026-08-02,16:00:00,250,241,13.47
692,Manage myself lose,Mcclain Inc Cinemas,2026-08-06,19:00:00,200,191,22.43
693,Whose usually adult,"Richardson, Stephens and Barnes Cinemas",2026-07-16,13:00:00,300,289,10.25
694,Partner billion day operation,Medina Group Cinemas,2026-07-26,19:00:00,300,291,23.61
695,On best seat,"Perez, Hoffman and Tucker Cinemas",2026-07-30,10:00:00,180,170,10.37
696,Now our,"Turner, Baxter and Mcdowell Cinemas",2026-07-15,16:00:00,80,76,18.68
697,Wonder can two,Solis-Edwards Cinemas,2026-08-20,10:00:00,250,240,14.38
698,Run general bill,"Scott, Bartlett and Sloan Cinemas",2026-07-01,19:00:00,150,134,19.1
699,Fall indeed themselves,"Santos, Moody and Taylor Cinemas",2026-08-12,21:30:00,150,150,17.24
700,Just although key,Morris-Merritt Cinemas,2026-07-08,19:00:00,150,136,12.1
701,This begin network,White-Reese Cinemas,2026-07-14,21:30:00,100,97,9.57
702,Investment someone that,Walker-Jones Cinemas,2026-07-31,13:00:00,100,94,13.62
703,Thing left,Maldonado-Collins Cinemas,2026-08-03,16:00:00,200,198,22.76
704,Send develop good,"Miller, Hansen and Salas Cinemas",2026-07-26,19:00:00,250,234,19.46
705,Nice report,"Anderson, Wilson and Torres Cinemas",2026-09-05,21:30:00,300,291,11.06
706,Only practice write,"Medina, Lee and Freeman Cinemas",2026-08-30,19:00:00,300,289,9.44
707,Kind travel Mrs,Smith-Ramirez Cinemas,2026-06-25,10:00:00,100,100,24.77
708,Fall structure woman,"Aguilar, Buckley and Ramirez Cinemas",2026-08-06,19:00:00,300,287,22.18
709,Manager,Rowe and Sons Cinemas,2026-07-16,10:00:00,180,179,16.49
710,Gas prove line,"Sanders, Leblanc and Maldonado Cinemas",2026-07-29,21:30:00,150,132,16.81
711,Smile recognize section,Thomas Group Cinemas,2026-09-01,10:00:00,150,121,19.33
712,Former get occur,"Howard, Townsend and Hayes Cinemas",2026-06-29,19:00:00,180,164,9.58
713,News pick,Robinson-Goodwin Cinemas,2026-09-05,16:00:00,120,114,9.18
714,Like moment,Scott-Miller Cinemas,2026-07-17,10:00:00,120,106,23.72
715,Chair what measure,"Fowler, Jones and Moore Cinemas",2026-07-06,10:00:00,150,136,21.03
716,Soldier six until,"Miller, Wade and Flores Cinemas",2026-07-17,13:00:00,300,297,20.47
717,Both hotel,"Wilson, Stewart and Hobbs Cinemas",2026-08-18,19:00:00,180,157,13.72
718,News while this,Porter Inc Cinemas,2026-08-28,21:30:00,300,291,17.79
719,Drop avoid before,Wagner-Hernandez Cinemas,2026-07-01,13:00:00,100,91,15.68
720,Such small speech,Jackson-Cooper Cinemas,2026-08-03,10:00:00,100,94,22.94
721,Though hard trip,Mendoza Group Cinemas,2026-06-27,16:00:00,300,286,14.24
722,Letter beyond sign,"White, Smith and Warner Cinemas",2026-09-05,13:00:00,180,170,10.29
723,Card,"Edwards, Baker and Anderson Cinemas",2026-08-19,13:00:00,300,288,20.53
724,Reason rock bit,"Foster, Smith and Grimes Cinemas",2026-06-26,13:00:00,180,146,18.91
725,Class if,Kirk Inc Cinemas,2026-08-23,10:00:00,150,136,17.91
726,Seem summer final production,White-Reese Cinemas,2026-08-04,19:00:00,120,107,9.17
727,Raise church,Carter-Johnson Cinemas,2026-07-30,19:00:00,150,148,8.18
728,Financial laugh,Ho-Mendez Cinemas,2026-09-04,21:30:00,200,196,8.57
729,Main,Buchanan LLC Cinemas,2026-09-04,16:00:00,250,238,12.64
730,He authority third,Baxter PLC Cinemas,2026-08-06,19:00:00,300,272,22.4
731,Water born,Anderson-Kirk Cinemas,2026-07-31,21:30:00,300,292,20.66
732,Agree mother may,"Turner, Long and Hendricks Cinemas",2026-08-17,19:00:00,200,195,23.85
733,Music base,"Duarte, Smith and Caldwell Cinemas",2026-07-25,19:00:00,250,234,12.17
734,Yourself social source,Johnson-Alvarez Cinemas,2026-07-02,10:00:00,300,298,9.65
735,Remember stay,Robinson Group Cinemas,2026-06-29,21:30:00,100,89,13.04
736,Choose,"Kennedy, Cohen and Pennington Cinemas",2026-07-12,16:00:00,120,112,10.66
737,Card source probably glass,Stewart-Lee Cinemas,2026-09-06,10:00:00,80,78,11.22
738,Magazine painting yard single,Gallagher-Diaz Cinemas,2026-07-04,13:00:00,250,227,19.6
739,Environmental reflect,Flores Ltd Cinemas,2026-07-27,13:00:00,300,282,22.93
740,Sign state end,Soto and Sons Cinemas,2026-07-31,16:00:00,80,76,17.63
741,Behind positive parent,"Turner, Long and Hendricks Cinemas",2026-08-12,16:00:00,200,199,21.69
742,Management hotel room,"Thomas, Becker and Mills Cinemas",2026-08-26,13:00:00,180,159,9.55
743,Investment act,Wilson-Williams Cinemas,2026-08-31,13:00:00,250,238,23.8
744,While senior,"Flowers, Morgan and Barnes Cinemas",2026-08-22,19:00:00,150,115,11.23
745,Visit always,"English, Holloway and Jones Cinemas",2026-07-07,10:00:00,150,139,20.16
746,Have grow rate,Price-Schmitt Cinemas,2026-07-19,10:00:00,80,72,16.09
747,Family woman,"Moore, Alexander and Reed Cinemas",2026-08-08,13:00:00,120,105,13.53
748,Audience new,Mendoza-Jackson Cinemas,2026-07-20,10:00:00,80,72,10.0
749,Computer maybe,Hall-Mckinney Cinemas,2026-07-19,21:30:00,300,289,21.79
750,Generation environment various skin,"Scott, Robertson and Mendez Cinemas",2026-06-29,19:00:00,120,115,15.41
751,Item issue change,Trevino Group Cinemas,2026-08-07,10:00:00,200,175,18.66
752,Clearly main kid,"Travis, Larson and Dodson Cinemas",2026-07-14,10:00:00,150,145,14.63
753,Hot modern believe,Smith-James Cinemas,2026-07-31,10:00:00,300,276,17.85
754,Later,Johnson-Alvarez Cinemas,2026-07-28,21:30:00,150,143,11.7
755,Successful professor light,"Merritt, Williams and Boone Cinemas",2026-08-06,13:00:00,120,104,13.42
756,Fire until,Bryan Inc Cinemas,2026-07-06,16:00:00,300,290,11.02
757,Table although whole,"James, Atkins and Alexander Cinemas",2026-09-04,16:00:00,200,174,15.2
758,Firm education,Jones Group Cinemas,2026-08-27,16:00:00,150,145,10.58
759,Continue serve,Wood-Williams Cinemas,2026-07-26,19:00:00,120,96,18.49
760,Hand politics,"Williams, Newman and Jones Cinemas",2026-07-15,16:00:00,150,134,14.4
761,Yourself blue,Johnson and Sons Cinemas,2026-07-06,16:00:00,180,168,9.92
762,Product organization,Johnson Inc Cinemas,2026-07-13,13:00:00,120,118,15.49
763,View,Jones-Contreras Cinemas,2026-08-17,21:30:00,300,297,13.04
764,Industry before,"Mckee, Gardner and Davenport Cinemas",2026-08-07,16:00:00,100,69,19.52
765,Affect evening down real,"Brown, James and Arroyo Cinemas",2026-07-04,16:00:00,200,184,17.42
766,Arm,Acosta and Sons Cinemas,2026-07-01,16:00:00,180,173,23.49
767,Alone figure strong,"Warner, Carr and Archer Cinemas",2026-08-10,13:00:00,100,92,8.74
768,Across car,Rodriguez-Moore Cinemas,2026-08-14,13:00:00,200,198,24.52
769,Social wall over,French Inc Cinemas,2026-07-15,16:00:00,100,88,9.33
770,So yeah,Sims-Padilla Cinemas,2026-07-03,19:00:00,120,100,23.0
771,Water agency,Chavez PLC Cinemas,2026-06-28,13:00:00,100,97,16.42
772,Far base,Sullivan and Sons Cinemas,2026-08-01,10:00:00,150,146,8.96
773,Toward others,"Henry, Edwards and Bartlett Cinemas",2026-07-29,16:00:00,120,103,13.67
774,Off home,"Ray, Cunningham and Levine Cinemas",2026-08-20,19:00:00,120,107,18.89
775,Particular his position,Ferrell-Morgan Cinemas,2026-08-30,19:00:00,150,147,24.75
776,Several could thus me,"Cooper, Watts and Farrell Cinemas",2026-08-27,21:30:00,100,87,10.99
777,Yet interview,Cervantes PLC Cinemas,2026-08-26,21:30:00,120,103,8.56
778,Truth better them,"Copeland, Jones and Salazar Cinemas",2026-07-04,10:00:00,100,98,10.29
779,System real ability,"Murphy, Lee and Garcia Cinemas",2026-07-01,10:00:00,80,73,9.56
780,She foot,"Davis, Johnson and Williams Cinemas",2026-08-05,13:00:00,80,69,10.63
781,Minute right think trouble,Obrien PLC Cinemas,2026-07-02,10:00:00,100,90,13.75
782,Give speak,"Carroll, Choi and Collier Cinemas",2026-09-03,21:30:00,150,144,23.47
783,Impact every hard,Watson-Gray Cinemas,2026-07-02,13:00:00,150,135,22.11
784,Baby final,"Bell, Peterson and Price Cinemas",2026-07-17,16:00:00,80,64,24.06
785,Attorney pull,Carroll-Snyder Cinemas,2026-07-09,13:00:00,150,131,21.58
786,Total report draw,Owens-Mayer Cinemas,2026-07-01,13:00:00,250,242,8.39
787,Teach never,Harris-Wright Cinemas,2026-07-14,19:00:00,250,234,22.54
788,Theory sure,Castro and Sons Cinemas,2026-08-17,10:00:00,180,165,22.93
789,Result discuss standard,Grant-Diaz Cinemas,2026-07-01,21:30:00,180,156,14.96
790,Speak,"Miller, Hansen and Salas Cinemas",2026-08-11,13:00:00,300,280,14.0
791,Dog maybe another,Nguyen PLC Cinemas,2026-07-07,19:00:00,180,174,13.62
792,Political bar,Henderson LLC Cinemas,2026-08-16,13:00:00,80,67,20.91
793,Our east,"Walker, Turner and Brown Cinemas",2026-08-10,13:00:00,300,298,13.09
794,Executive situation pattern,Bell-Jordan Cinemas,2026-06-29,19:00:00,250,244,13.32
795,President economy,Horne Inc Cinemas,2026-09-01,16:00:00,300,293,8.6
796,Vote husband maintain black,Jackson-Cooper Cinemas,2026-07-10,13:00:00,300,294,13.82
797,Idea gun during,Harrison-Leach Cinemas,2026-08-20,16:00:00,80,57,17.9
798,Lay same,Owens-Lang Cinemas,2026-08-28,16:00:00,250,242,9.3
799,Set all rule,Hudson-Sparks Cinemas,2026-08-29,10:00:00,200,189,8.36
800,All total,"Green, Cooper and Heath Cinemas",2026-06-28,19:00:00,250,237,11.37
801,Where physical,"Andrade, Gordon and Cruz Cinemas",2026-06-28,19:00:00,180,176,13.48
802,Decade in thing enter,Miller-Young Cinemas,2026-06-30,21:30:00,200,188,15.15
803,Hair remember,"Wallace, Perkins and Johnson Cinemas",2026-07-02,13:00:00,120,116,12.11
804,Year report,Chavez PLC Cinemas,2026-08-26,16:00:00,250,233,15.28
805,Natural trip compare,Carroll-Snyder Cinemas,2026-08-30,16:00:00,100,84,20.29
806,Marriage,"Good, Brewer and Fisher Cinemas",2026-07-13,10:00:00,150,147,11.56
807,Western address,Padilla-Bennett Cinemas,2026-07-07,21:30:00,250,242,20.06
808,Least senior,"Gibson, Zimmerman and Warren Cinemas",2026-09-01,19:00:00,250,241,17.32
809,Summer six deal,"Bennett, Cantu and Kane Cinemas",2026-08-24,21:30:00,80,62,9.92
810,Career miss,Shields LLC Cinemas,2026-08-02,13:00:00,250,234,8.18
811,Reflect air ask,Jones-Barnes Cinemas,2026-08-05,13:00:00,120,108,17.03
812,Fish interview,Gallegos-Turner Cinemas,2026-07-15,10:00:00,200,195,8.42
813,North billion well,Krueger PLC Cinemas,2026-09-04,19:00:00,200,191,21.41
814,Most fund,"Chen, Faulkner and Casey Cinemas",2026-07-29,16:00:00,300,287,21.57
815,Board dark,Medina LLC Cinemas,2026-07-30,13:00:00,100,96,21.43
816,Really too small,Gallagher-Diaz Cinemas,2026-07-06,16:00:00,250,237,11.94
817,Chance minute guy,Reese Group Cinemas,2026-08-17,10:00:00,100,89,10.89
818,Opportunity might,Jennings Group Cinemas,2026-08-11,21:30:00,150,145,15.28
819,Maybe finish,Peterson-Dunn Cinemas,2026-08-04,13:00:00,100,95,17.5
820,Parent,Fowler Group Cinemas,2026-08-14,19:00:00,180,174,23.76
821,Realize throw whose,Morris-Armstrong Cinemas,2026-08-21,16:00:00,200,193,14.41
822,Chance minute guy,Soto-Lopez Cinemas,2026-08-06,19:00:00,120,120,20.96
823,Middle rule account,"Dickson, Barnett and Meyer Cinemas",2026-07-22,21:30:00,250,242,8.43
824,Couple,Morrison-Simmons Cinemas,2026-07-07,16:00:00,150,136,11.12
825,Minute plan,Wright-Davis Cinemas,2026-07-05,21:30:00,180,163,18.07
826,Far view,"Williams, Newman and Jones Cinemas",2026-08-01,10:00:00,250,239,15.79
827,Population individual,Ross-Blair Cinemas,2026-07-19,21:30:00,100,82,14.97
828,Over charge,White-Reese Cinemas,2026-07-22,21:30:00,80,64,12.68
829,Nation,Freeman Inc Cinemas,2026-07-29,13:00:00,100,90,18.85
830,Approach statement,Miller-Booker Cinemas,2026-07-19,13:00:00,120,109,19.67
831,Page,"Jones, Sanchez and Thomas Cinemas",2026-07-27,13:00:00,100,92,11.97
832,Game other,Johnson LLC Cinemas,2026-07-23,10:00:00,180,175,14.45
833,Mother line budget spring,Ortiz Ltd Cinemas,2026-06-24,16:00:00,250,241,15.06
834,Suggest drug born,"Jones, Abbott and Pope Cinemas",2026-07-15,10:00:00,250,236,19.59
835,Social which,"Payne, Escobar and Barrett Cinemas",2026-08-06,16:00:00,100,88,13.14
836,Open,"Chase, Prince and Wilcox Cinemas",2026-08-14,10:00:00,120,100,19.32
837,Return seek,"Harrington, Johnson and Jones Cinemas",2026-08-11,10:00:00,150,150,21.53
838,Leader,Ross-Blair Cinemas,2026-06-25,13:00:00,180,166,24.9
839,Left year school,"Hammond, Douglas and Johnson Cinemas",2026-07-26,10:00:00,120,101,17.75
840,Very simply,Johnson-Powers Cinemas,2026-08-16,10:00:00,80,69,20.72
841,Many four end,"Perez, Hoffman and Tucker Cinemas",2026-06-30,13:00:00,200,188,15.81
842,Follow family,"Wagner, Anderson and Robles Cinemas",2026-09-05,16:00:00,200,197,15.46
843,Special admit,"Phelps, Montoya and Barnett Cinemas",2026-08-27,21:30:00,120,101,24.3
844,Play suffer,"Miller, Friedman and Weaver Cinemas",2026-07-08,16:00:00,80,72,11.32
845,Pressure human,"Wheeler, Rocha and Rodriguez Cinemas",2026-08-30,13:00:00,80,75,21.72
846,Science order share son,Miller Group Cinemas,2026-08-16,21:30:00,180,153,20.33
847,Dream attention whether,Delgado and Sons Cinemas,2026-07-11,19:00:00,150,144,12.2
848,Suddenly lay,Barron-Brown Cinemas,2026-08-22,10:00:00,100,83,22.74
849,Product leave,"Howard, Townsend and Hayes Cinemas",2026-07-13,10:00:00,300,288,23.5
850,Fight we,"Braun, Mays and Martinez Cinemas",2026-09-02,10:00:00,120,120,8.76
851,Hope friend,"Sanders, Leblanc and Maldonado Cinemas",2026-08-14,13:00:00,300,281,11.71
852,Mind discuss too,"White, Burch and Reynolds Cinemas",2026-08-01,21:30:00,250,229,8.97
853,Help eat same,"Hunter, Ford and Spencer Cinemas",2026-08-25,21:30:00,300,285,23.42
854,Mrs worry like,Brooks-Obrien Cinemas,2026-07-17,16:00:00,100,92,21.31
855,Out civil service,Parks Ltd Cinemas,2026-09-04,19:00:00,200,196,23.66
856,Though process,"Warner, Baker and Campbell Cinemas",2026-07-05,13:00:00,250,232,19.09
857,Quality hospital,"Lyons, Young and Rios Cinemas",2026-06-27,19:00:00,120,117,17.81
858,Move suffer security,"Sims, Weber and Villa Cinemas",2026-07-03,13:00:00,300,290,21.01
859,Necessary much,"Vang, Wilkinson and Wilson Cinemas",2026-07-04,21:30:00,150,130,18.32
860,Win in,Hunter-Estrada Cinemas,2026-08-31,10:00:00,300,297,9.44
861,Paper somebody,"Sims, Weber and Villa Cinemas",2026-06-26,19:00:00,120,104,24.46
862,Write maintain,Hamilton LLC Cinemas,2026-07-19,21:30:00,250,227,11.47
863,Message statement through,Pham Ltd Cinemas,2026-07-27,13:00:00,300,287,20.98
864,Word position room,"Jones, Rowland and Oconnor Cinemas",2026-08-15,19:00:00,180,170,13.55
865,Smile among difference,Lynn Group Cinemas,2026-08-09,13:00:00,120,113,23.31
866,Important to mean,"May, Valenzuela and Lee Cinemas",2026-07-10,13:00:00,120,99,15.96
867,Develop,Griffin Group Cinemas,2026-08-16,13:00:00,180,168,16.56
868,Need hair whole thus,Watson-Chan Cinemas,2026-07-05,10:00:00,250,241,23.13
869,Though meeting,Robinson-Johnson Cinemas,2026-07-21,10:00:00,100,89,18.73
870,Pattern civil,"Henson, Jones and Sanders Cinemas",2026-08-11,16:00:00,120,108,23.26
871,Sign be land,Jones Inc Cinemas,2026-08-27,19:00:00,120,97,19.05
872,Responsibility,Joseph Inc Cinemas,2026-07-25,21:30:00,120,104,20.79
873,Current about as,Cordova Group Cinemas,2026-08-22,16:00:00,300,289,14.58
874,Involve window,"Brown, James and Arroyo Cinemas",2026-08-15,19:00:00,120,109,14.05
875,Them model city,"Taylor, Morales and Fuller Cinemas",2026-08-13,13:00:00,120,102,15.63
876,Environment use second,Ryan-West Cinemas,2026-08-10,13:00:00,300,292,19.69
877,Your,Mccoy-Strickland Cinemas,2026-07-13,13:00:00,300,291,15.75
878,Trouble Mrs single,"Ray, Cunningham and Levine Cinemas",2026-06-24,19:00:00,180,169,10.21
879,Quality yard,"Martin, Cervantes and Stokes Cinemas",2026-08-16,21:30:00,120,110,21.05
880,Head effect friend,Moore Group Cinemas,2026-08-12,10:00:00,250,235,12.22
881,Direction blood,Chase-Washington Cinemas,2026-08-18,10:00:00,120,107,22.76
882,Politics,Thomas-Reilly Cinemas,2026-08-12,10:00:00,120,116,12.1
883,Prevent follow I,Barron-Brown Cinemas,2026-06-25,10:00:00,80,51,9.54
884,Run once kid,Johnston Inc Cinemas,2026-07-09,19:00:00,100,92,21.87
885,Avoid wall about law,"Schultz, Miller and Wolf Cinemas",2026-08-10,10:00:00,150,140,20.22
886,Conference,Mitchell and Sons Cinemas,2026-06-28,21:30:00,150,150,21.11
887,Already control,Morris-Armstrong Cinemas,2026-08-05,19:00:00,200,185,12.0
888,Itself consumer,"Meyer, Dawson and Harper Cinemas",2026-06-24,10:00:00,200,188,24.88
889,Their parent alone,Barnett PLC Cinemas,2026-08-13,10:00:00,250,242,20.52
890,Run all support,"Henderson, Alexander and Galvan Cinemas",2026-08-05,16:00:00,100,69,23.81
891,Wrong fear,Nguyen PLC Cinemas,2026-08-17,10:00:00,120,103,16.23
892,Hundred hair,"Fisher, Payne and Thompson Cinemas",2026-07-19,16:00:00,120,100,12.67
893,News boy per let,"Haney, Dillon and Jackson Cinemas",2026-06-29,16:00:00,120,113,8.29
894,Strategy impact,Martinez-Lopez Cinemas,2026-07-17,13:00:00,250,226,21.14
895,Choose city,Vargas-Snyder Cinemas,2026-09-02,13:00:00,250,220,17.42
896,Go exactly seem,Johnson-Nelson Cinemas,2026-07-07,13:00:00,250,227,16.4
897,Mind,"Russell, Murphy and Davis Cinemas",2026-08-12,19:00:00,200,191,23.13
898,Prevent trade cut,Coleman-Green Cinemas,2026-08-22,19:00:00,200,182,21.64
899,Oil statement think,Colon LLC Cinemas,2026-08-19,13:00:00,120,114,18.36
900,Usually onto adult mean,Clark-Rivera Cinemas,2026-07-08,16:00:00,180,167,21.8
901,Model place,"Kennedy, Cohen and Pennington Cinemas",2026-07-25,21:30:00,200,189,8.83
902,Meet speak,Hansen-Schneider Cinemas,2026-07-22,16:00:00,180,169,20.95
903,Experience under prepare,Pratt LLC Cinemas,2026-07-01,19:00:00,200,192,8.43
904,Prove method,"Carpenter, Morrow and Smith Cinemas",2026-07-22,16:00:00,300,293,15.27
905,It week yeah,Singleton-King Cinemas,2026-07-07,13:00:00,100,76,16.88
906,Produce,Rojas and Sons Cinemas,2026-07-19,21:30:00,150,139,16.72
907,Only away,Haynes-Moss Cinemas,2026-08-22,10:00:00,200,198,14.54
908,Some represent,"Walton, Anderson and Cook Cinemas",2026-08-23,16:00:00,180,175,22.44
909,Your north,"Duarte, Smith and Caldwell Cinemas",2026-08-19,13:00:00,250,232,21.32
910,Show follow floor,Ibarra Ltd Cinemas,2026-07-02,10:00:00,180,167,22.21
911,Memory machine,Wilson-Williams Cinemas,2026-08-29,10:00:00,80,76,15.97
912,Nothing letter lot sing,Colon LLC Cinemas,2026-07-06,21:30:00,180,168,24.62
913,Describe walk official,Lynch LLC Cinemas,2026-07-18,19:00:00,200,195,11.23
914,Risk hospital process,Elliott-Holland Cinemas,2026-08-14,13:00:00,150,144,19.96
915,Hour way hair,"Ortiz, Reid and Wilkinson Cinemas",2026-07-05,21:30:00,250,238,17.25
916,Trip blue,"Compton, Owens and Decker Cinemas",2026-08-05,19:00:00,200,194,17.04
917,Never doctor peace,"Howard, Brennan and Moore Cinemas",2026-08-10,16:00:00,250,245,8.73
918,Safe,Wang-Jackson Cinemas,2026-08-04,21:30:00,100,84,17.81
919,Admit impact beat each,Roberts Group Cinemas,2026-06-27,21:30:00,300,293,19.56
920,Structure save,"Madden, Figueroa and Stafford Cinemas",2026-07-04,13:00:00,200,174,13.11
921,Market consider,Barnett PLC Cinemas,2026-08-30,16:00:00,80,46,16.57
922,Red decade,Holland and Sons Cinemas,2026-08-25,16:00:00,150,148,17.29
923,Movie as,Walker-Holt Cinemas,2026-07-21,21:30:00,100,87,15.34
924,Through,Moore-Harrington Cinemas,2026-08-05,10:00:00,100,90,16.73
925,Difficult,"Miller, Villegas and Jones Cinemas",2026-06-27,10:00:00,100,97,12.49
926,Make blue,Mclaughlin Inc Cinemas,2026-07-13,10:00:00,120,101,10.83
